complaint_id,order_id,complaint_type,resolution_time
1033,41347,Cold Food,28
1034,65107,Missing Item,47
1035,27907,Missing Item,22
1036,5619,Missing Item,67
1037,25345,Wrong Item,47
1038,37714,Cold Food,22
1039,42317,Cold Food,28
1040,65229,Cold Food,55
1041,68610,Missing Item,38
1042,83675,Wrong Item,19
1043,86401,Cold Food,57
1044,73809,Cold Food,55
1045,28899,Wrong Item,43
1046,80125,Missing Item,26
1047,81016,Wrong Item,51
1048,30175,Cold Food,69
1049,32309,Cold Food,18
1050,36468,Cold Food,46
1051,11885,Late Delivery,3
1052,51022,Missing Item,2
1053,48798,Cold Food,54
1054,31418,Wrong Item,19
1055,74934,Missing Item,36
1056,6746,Cold Food,46
1057,82829,Missing Item,11
1058,34057,Wrong Item,12
1059,8283,Cold Food,64
1060,57800,Late Delivery,26
1061,88598,Late Delivery,2
1062,71367,Missing Item,31
1063,67534,Late Delivery,10
1064,67448,Missing Item,32
1065,62052,Late Delivery,53
1066,86474,Late Delivery,13
1067,49286,Missing Item,30
1068,55579,Cold Food,63
1069,97300,Cold Food,11
1070,23252,Missing Item,58
1071,30762,Late Delivery,1
1072,25045,Missing Item,1
1073,79096,Late Delivery,39
1074,79945,Late Delivery,34
1075,49550,Wrong Item,23
1076,2104,Wrong Item,6
1077,99665,Late Delivery,25
1078,55508,Cold Food,28
1079,19369,Late Delivery,55
1080,15604,Cold Food,31
1081,79281,Missing Item,29
1082,68850,Missing Item,25
1083,85902,Missing Item,2
1084,43108,Wrong Item,5
1085,92234,Cold Food,18
1086,97675,Missing Item,5
1087,78594,Missing Item,68
1088,51780,Late Delivery,17
1089,13426,Late Delivery,46
1090,36729,Wrong Item,5
1091,96890,Missing Item,50
1092,36770,Missing Item,5
1093,24238,Cold Food,61
1094,19993,Cold Food,28
1095,3667,Cold Food,17
1096,61770,Cold Food,20
1097,40017,Missing Item,38
1098,44862,Wrong Item,28
1099,82513,Late Delivery,24
1100,71129,Late Delivery,39
1101,1354,Late Delivery,26
1102,63575,Wrong Item,22
1103,6840,Cold Food,70
1104,50840,Late Delivery,4
1105,86521,Late Delivery,62
1106,41110,Late Delivery,56
1107,92181,Late Delivery,68
1108,96739,Cold Food,4
1109,40292,Missing Item,69
1110,64478,Cold Food,70
1111,51407,Wrong Item,21
1112,37048,Cold Food,37
1113,94570,Missing Item,43
1114,57989,Cold Food,56
1115,34099,Late Delivery,66
1116,9406,Wrong Item,58
1117,50796,Late Delivery,16
1118,70680,Late Delivery,4
1119,75319,Late Delivery,33
1120,7850,Missing Item,18
1121,93366,Late Delivery,70
1122,614,Wrong Item,59
1123,23847,Wrong Item,53
1124,82173,Wrong Item,50
1125,77691,Late Delivery,38
1126,48196,Late Delivery,18
1127,7632,Wrong Item,18
1128,31449,Late Delivery,50
1129,9954,Late Delivery,60
1130,13832,Wrong Item,40
1131,65742,Late Delivery,70
1132,34502,Missing Item,8
1133,37939,Late Delivery,9
1134,3280,Wrong Item,48
1135,26987,Cold Food,21
1136,99273,Missing Item,45
1137,26428,Missing Item,13
1138,31147,Wrong Item,61
1139,88427,Missing Item,39
1140,42521,Late Delivery,33
1141,18105,Wrong Item,63
1142,34076,Missing Item,19
1143,75662,Missing Item,30
1144,12155,Wrong Item,9
1145,31579,Missing Item,68
1146,62410,Cold Food,53
1147,32020,Cold Food,30
1148,52616,Cold Food,67
1149,9041,Missing Item,60
1150,2698,Missing Item,20
1151,10742,Missing Item,35
1152,17976,Late Delivery,71
1153,16923,Late Delivery,52
1154,1107,Wrong Item,53
1155,37046,Missing Item,13
1156,49873,Late Delivery,43
1157,36186,Missing Item,19
1158,38135,Late Delivery,69
1159,20435,Cold Food,62
1160,97368,Cold Food,21
1161,39164,Wrong Item,24
1162,80096,Cold Food,30
1163,46049,Missing Item,25
1164,90499,Missing Item,62
1165,41162,Wrong Item,5
1166,81416,Missing Item,39
1167,63143,Late Delivery,46
1168,30335,Cold Food,47
1169,12450,Late Delivery,25
1170,65685,Cold Food,11
1171,63980,Late Delivery,34
1172,56155,Wrong Item,23
1173,91304,Cold Food,8
1174,78789,Wrong Item,11
1175,61736,Wrong Item,21
1176,86355,Wrong Item,47
1177,89340,Missing Item,12
1178,22432,Wrong Item,44
1179,86685,Missing Item,69
1180,16949,Missing Item,45
1181,49002,Late Delivery,25
1182,76502,Cold Food,2
1183,30039,Cold Food,49
1184,5802,Cold Food,12
1185,82930,Cold Food,19
1186,14416,Missing Item,60
1187,49417,Late Delivery,29
1188,51220,Cold Food,8
1189,84408,Late Delivery,28
1190,71264,Wrong Item,8
1191,83572,Missing Item,41
1192,13590,Cold Food,37
1193,65010,Missing Item,44
1194,85414,Missing Item,8
1195,37962,Late Delivery,7
1196,47524,Wrong Item,18
1197,60309,Cold Food,38
1198,96137,Missing Item,28
1199,70844,Wrong Item,65
1200,67573,Missing Item,54
1201,97906,Missing Item,65
1202,94279,Wrong Item,64
1203,37069,Cold Food,26
1204,93286,Late Delivery,29
1205,78808,Wrong Item,56
1206,40874,Cold Food,33
1207,5358,Cold Food,16
1208,33114,Missing Item,12
1209,87902,Wrong Item,56
1210,29748,Wrong Item,11
1211,43278,Cold Food,49
1212,53391,Cold Food,53
1213,88985,Cold Food,14
1214,18912,Late Delivery,45
1215,29629,Wrong Item,41
1216,63450,Wrong Item,35
1217,2026,Wrong Item,51
1218,40047,Wrong Item,52
1219,5710,Missing Item,17
1220,1771,Cold Food,43
1221,21648,Missing Item,25
1222,10245,Missing Item,12
1223,64032,Cold Food,36
1224,38478,Late Delivery,56
1225,23614,Late Delivery,70
1226,80682,Missing Item,50
1227,93634,Late Delivery,9
1228,23115,Missing Item,56
1229,35045,Wrong Item,71
1230,61215,Late Delivery,58
1231,31716,Wrong Item,1
1232,90725,Wrong Item,29
1233,55397,Wrong Item,24
1234,78376,Missing Item,44
1235,4481,Late Delivery,16
1236,30064,Wrong Item,55
1237,66538,Wrong Item,34
1238,53541,Late Delivery,32
1239,1261,Late Delivery,44
1240,93109,Wrong Item,46
1241,8034,Late Delivery,50
1242,3753,Missing Item,45
1243,22185,Wrong Item,60
1244,73194,Wrong Item,6
1245,26143,Cold Food,58
1246,63357,Wrong Item,62
1247,53503,Cold Food,69
1248,94672,Late Delivery,54
1249,52358,Late Delivery,50
1250,40071,Missing Item,4
1251,72093,Missing Item,24
1252,42791,Wrong Item,25
1253,67201,Wrong Item,17
1254,50198,Late Delivery,9
1255,68989,Cold Food,68
1256,41427,Cold Food,6
1257,98393,Wrong Item,65
1258,64729,Missing Item,67
1259,28639,Late Delivery,20
1260,1709,Late Delivery,10
1261,38362,Wrong Item,40
1262,62846,Late Delivery,1
1263,89995,Missing Item,11
1264,41039,Missing Item,67
1265,63511,Missing Item,66
1266,69895,Cold Food,67
1267,73589,Missing Item,54
1268,42281,Cold Food,46
1269,91429,Late Delivery,54
1270,50951,Cold Food,46
1271,57948,Cold Food,20
1272,63854,Late Delivery,66
1273,60071,Cold Food,29
1274,68394,Wrong Item,27
1275,23943,Cold Food,12
1276,9429,Cold Food,66
1277,39340,Cold Food,33
1278,10013,Cold Food,46
1279,82403,Wrong Item,68
1280,93581,Late Delivery,66
1281,46972,Late Delivery,63
1282,20255,Missing Item,36
1283,4021,Cold Food,12
1284,95039,Late Delivery,39
1285,74339,Missing Item,50
1286,35476,Cold Food,8
1287,34617,Wrong Item,62
1288,902,Late Delivery,16
1289,70938,Wrong Item,16
1290,25677,Cold Food,29
1291,53114,Wrong Item,62
1292,50771,Missing Item,29
1293,57532,Cold Food,8
1294,29818,Missing Item,24
1295,69099,Late Delivery,20
1296,82049,Late Delivery,53
1297,16116,Late Delivery,50
1298,91868,Cold Food,4
1299,9926,Missing Item,50
1300,62076,Cold Food,21
1301,9433,Late Delivery,60
1302,44693,Missing Item,34
1303,75483,Late Delivery,44
1304,60308,Wrong Item,12
1305,78723,Late Delivery,39
1306,2734,Missing Item,34
1307,16770,Wrong Item,65
1308,16237,Cold Food,3
1309,98731,Cold Food,71
1310,67023,Cold Food,53
1311,86413,Missing Item,63
1312,13111,Missing Item,29
1313,86983,Wrong Item,14
1314,38097,Late Delivery,7
1315,99455,Missing Item,23
1316,47611,Late Delivery,31
1317,1779,Missing Item,17
1318,63911,Missing Item,29
1319,57283,Missing Item,27
1320,13908,Late Delivery,61
1321,62256,Cold Food,36
1322,16471,Late Delivery,13
1323,50445,Missing Item,57
1324,51643,Missing Item,39
1325,27031,Cold Food,5
1326,91840,Late Delivery,13
1327,92179,Late Delivery,22
1328,41116,Wrong Item,57
1329,51587,Late Delivery,10
1330,57675,Wrong Item,39
1331,98989,Cold Food,34
1332,67630,Late Delivery,22
1333,4737,Cold Food,70
1334,84541,Wrong Item,5
1335,84107,Missing Item,64
1336,90525,Missing Item,29
1337,56275,Cold Food,9
1338,26649,Late Delivery,2
1339,21848,Late Delivery,1
1340,6548,Late Delivery,41
1341,76136,Wrong Item,12
1342,20210,Late Delivery,24
1343,90755,Late Delivery,2
1344,53789,Late Delivery,17
1345,22091,Missing Item,9
1346,74915,Cold Food,61
1347,95004,Cold Food,60
1348,89888,Cold Food,20
1349,88467,Late Delivery,66
1350,70834,Late Delivery,21
1351,13898,Cold Food,30
1352,27287,Late Delivery,21
1353,12146,Cold Food,36
1354,17217,Cold Food,48
1355,25222,Late Delivery,44
1356,46672,Wrong Item,71
1357,95916,Cold Food,56
1358,10369,Missing Item,26
1359,29009,Wrong Item,54
1360,70201,Cold Food,21
1361,2152,Wrong Item,71
1362,9106,Missing Item,63
1363,64036,Wrong Item,47
1364,98727,Missing Item,10
1365,98449,Late Delivery,40
1366,70523,Missing Item,47
1367,82692,Missing Item,61
1368,36271,Missing Item,44
1369,36797,Late Delivery,15
1370,17705,Late Delivery,44
1371,9965,Missing Item,29
1372,73948,Wrong Item,40
1373,6333,Cold Food,28
1374,41943,Missing Item,66
1375,63546,Late Delivery,37
1376,23597,Wrong Item,64
1377,59425,Missing Item,29
1378,48238,Cold Food,18
1379,50351,Cold Food,2
1380,67371,Late Delivery,50
1381,86778,Cold Food,12
1382,11803,Wrong Item,42
1383,50403,Missing Item,43
1384,70906,Cold Food,29
1385,14833,Wrong Item,2
1386,26369,Wrong Item,16
1387,34381,Wrong Item,5
1388,45330,Wrong Item,11
1389,5940,Missing Item,64
1390,4969,Missing Item,56
1391,91265,Missing Item,4
1392,50132,Cold Food,54
1393,76468,Late Delivery,31
1394,4140,Missing Item,46
1395,69778,Missing Item,66
1396,91413,Late Delivery,67
1397,85926,Missing Item,8
1398,94231,Missing Item,34
1399,26685,Cold Food,70
1400,9270,Missing Item,53
1401,97416,Late Delivery,11
1402,52072,Cold Food,70
1403,89335,Missing Item,65
1404,6437,Late Delivery,28
1405,22052,Wrong Item,9
1406,21044,Missing Item,62
1407,75405,Missing Item,5
1408,79276,Cold Food,60
1409,49211,Missing Item,43
1410,89241,Wrong Item,6
1411,57234,Late Delivery,21
1412,53509,Wrong Item,64
1413,28319,Missing Item,42
1414,30016,Late Delivery,48
1415,16260,Cold Food,49
1416,51168,Cold Food,9
1417,45706,Late Delivery,10
1418,24797,Late Delivery,11
1419,57506,Late Delivery,7
1420,29749,Wrong Item,59
1421,28777,Late Delivery,28
1422,28122,Cold Food,37
1423,79345,Wrong Item,11
1424,32002,Wrong Item,59
1425,39348,Cold Food,12
1426,898,Late Delivery,49
1427,56288,Cold Food,35
1428,12582,Wrong Item,24
1429,80698,Late Delivery,28
1430,907,Missing Item,64
1431,53464,Wrong Item,12
1432,80586,Late Delivery,49
1433,73332,Missing Item,47
1434,50237,Cold Food,53
1435,25028,Wrong Item,35
1436,81852,Late Delivery,17
1437,78556,Late Delivery,70
1438,74016,Wrong Item,4
1439,53515,Missing Item,55
1440,59834,Late Delivery,16
1441,27061,Cold Food,65
1442,36001,Late Delivery,63
1443,12576,Missing Item,23
1444,38757,Missing Item,67
1445,51749,Missing Item,2
1446,26591,Wrong Item,28
1447,81117,Late Delivery,8
1448,90983,Late Delivery,44
1449,43147,Cold Food,68
1450,1191,Missing Item,24
1451,19781,Missing Item,6
1452,26384,Wrong Item,41
1453,9404,Cold Food,36
1454,37365,Missing Item,60
1455,75017,Cold Food,43
1456,45515,Missing Item,42
1457,29932,Missing Item,58
1458,88918,Wrong Item,59
1459,94848,Cold Food,59
1460,16631,Late Delivery,32
1461,49856,Cold Food,10
1462,13019,Late Delivery,38
1463,82043,Late Delivery,52
1464,5169,Wrong Item,49
1465,56238,Cold Food,21
1466,63494,Wrong Item,1
1467,69740,Wrong Item,9
1468,19785,Wrong Item,27
1469,65828,Late Delivery,1
1470,16349,Missing Item,60
1471,39526,Missing Item,60
1472,484,Late Delivery,36
1473,5196,Cold Food,44
1474,97776,Missing Item,7
1475,5593,Wrong Item,19
1476,1622,Cold Food,1
1477,4378,Missing Item,56
1478,20228,Missing Item,44
1479,56671,Late Delivery,37
1480,31527,Wrong Item,16
1481,1284,Wrong Item,39
1482,8479,Missing Item,37
1483,80584,Late Delivery,40
1484,63362,Missing Item,68
1485,13088,Late Delivery,66
1486,44064,Late Delivery,10
1487,70917,Wrong Item,11
1488,76237,Late Delivery,59
1489,12843,Late Delivery,22
1490,94272,Late Delivery,53
1491,31678,Wrong Item,38
1492,58095,Wrong Item,24
1493,30122,Wrong Item,65
1494,64888,Missing Item,27
1495,80342,Wrong Item,20
1496,23950,Wrong Item,33
1497,93689,Missing Item,49
1498,25143,Cold Food,23
1499,70984,Cold Food,4
1500,65934,Wrong Item,44
1501,17642,Wrong Item,30
1502,81124,Wrong Item,52
1503,1587,Late Delivery,59
1504,72972,Late Delivery,25
1505,94358,Late Delivery,28
1506,80021,Wrong Item,17
1507,41479,Cold Food,52
1508,41977,Wrong Item,51
1509,54290,Late Delivery,44
1510,33872,Cold Food,2
1511,32606,Late Delivery,29
1512,1415,Late Delivery,61
1513,6132,Late Delivery,63
1514,68884,Cold Food,34
1515,81169,Wrong Item,30
1516,65424,Wrong Item,46
1517,6992,Wrong Item,55
1518,95950,Cold Food,29
1519,42959,Late Delivery,39
1520,54801,Cold Food,60
1521,83903,Late Delivery,12
1522,43187,Cold Food,49
1523,83925,Wrong Item,18
1524,37131,Missing Item,48
1525,18346,Wrong Item,48
1526,26577,Cold Food,15
1527,690,Late Delivery,66
1528,37417,Cold Food,50
1529,48761,Late Delivery,23
1530,55894,Missing Item,6
1531,25301,Late Delivery,71
1532,70471,Late Delivery,70
1533,64606,Late Delivery,2
1534,92590,Cold Food,5
1535,44765,Late Delivery,47
1536,54149,Missing Item,29
1537,91682,Cold Food,10
1538,57611,Cold Food,17
1539,64505,Wrong Item,64
1540,19753,Cold Food,8
1541,84366,Cold Food,35
1542,74225,Cold Food,1
1543,17713,Late Delivery,50
1544,23124,Missing Item,52
1545,87052,Cold Food,31
1546,95808,Wrong Item,14
1547,60005,Wrong Item,6
1548,55965,Late Delivery,53
1549,74265,Cold Food,63
1550,95748,Late Delivery,55
1551,83941,Late Delivery,49
1552,84943,Missing Item,51
1553,54305,Missing Item,9
1554,27239,Missing Item,67
1555,71293,Late Delivery,66
1556,41829,Missing Item,59
1557,77114,Late Delivery,4
1558,60490,Wrong Item,34
1559,33045,Cold Food,32
1560,6571,Late Delivery,38
1561,48082,Wrong Item,66
1562,6587,Missing Item,28
1563,3364,Missing Item,11
1564,99764,Cold Food,43
1565,70030,Cold Food,66
1566,72631,Wrong Item,63
1567,53251,Cold Food,29
1568,15448,Late Delivery,17
1569,19848,Late Delivery,14
1570,35467,Missing Item,42
1571,7999,Cold Food,30
1572,39457,Wrong Item,58
1573,29784,Missing Item,66
1574,55765,Cold Food,44
1575,74154,Cold Food,14
1576,78385,Cold Food,44
1577,92192,Wrong Item,49
1578,3113,Cold Food,50
1579,77112,Late Delivery,9
1580,38098,Cold Food,6
1581,9642,Cold Food,7
1582,93668,Missing Item,24
1583,40423,Cold Food,18
1584,63237,Wrong Item,40
1585,22877,Cold Food,69
1586,6113,Late Delivery,35
1587,51237,Missing Item,17
1588,73987,Missing Item,59
1589,45467,Cold Food,1
1590,50263,Cold Food,9
1591,36672,Missing Item,38
1592,44398,Wrong Item,35
1593,4525,Wrong Item,34
1594,31261,Late Delivery,39
1595,64447,Wrong Item,31
1596,473,Cold Food,61
1597,45576,Cold Food,70
1598,55613,Late Delivery,33
1599,17455,Late Delivery,41
1600,32622,Late Delivery,60
1601,71663,Cold Food,5
1602,56092,Late Delivery,20
1603,38115,Late Delivery,26
1604,94856,Wrong Item,7
1605,11140,Missing Item,67
1606,28893,Wrong Item,7
1607,65397,Late Delivery,54
1608,26628,Missing Item,40
1609,9711,Cold Food,6
1610,21357,Missing Item,62
1611,93844,Late Delivery,5
1612,12631,Wrong Item,53
1613,32479,Late Delivery,69
1614,93429,Missing Item,67
1615,62716,Cold Food,52
1616,95954,Late Delivery,57
1617,87595,Cold Food,66
1618,36923,Wrong Item,37
1619,12116,Late Delivery,35
1620,86048,Cold Food,13
1621,79562,Late Delivery,7
1622,42522,Late Delivery,26
1623,75532,Late Delivery,11
1624,63426,Wrong Item,63
1625,35086,Wrong Item,55
1626,99150,Missing Item,44
1627,21930,Missing Item,44
1628,62107,Missing Item,36
1629,97969,Missing Item,15
1630,51811,Wrong Item,31
1631,93208,Wrong Item,43
1632,69894,Cold Food,66
1633,45838,Wrong Item,64
1634,57053,Cold Food,54
1635,89231,Cold Food,7
1636,43543,Missing Item,46
1637,67791,Cold Food,71
1638,70884,Late Delivery,17
1639,43295,Cold Food,49
1640,63630,Late Delivery,70
1641,70861,Late Delivery,38
1642,56998,Missing Item,34
1643,87654,Missing Item,18
1644,72981,Missing Item,48
1645,61289,Missing Item,6
1646,4110,Cold Food,66
1647,37412,Cold Food,29
1648,60831,Late Delivery,57
1649,16841,Wrong Item,66
1650,50782,Wrong Item,33
1651,29258,Missing Item,35
1652,60693,Wrong Item,65
1653,46333,Late Delivery,41
1654,51452,Missing Item,68
1655,44110,Cold Food,67
1656,35322,Late Delivery,61
1657,52408,Missing Item,49
1658,40358,Wrong Item,8
1659,30322,Wrong Item,40
1660,32636,Missing Item,28
1661,86570,Missing Item,27
1662,95622,Late Delivery,4
1663,98246,Late Delivery,68
1664,64553,Missing Item,5
1665,53162,Late Delivery,2
1666,91771,Late Delivery,58
1667,80827,Missing Item,6
1668,82561,Late Delivery,6
1669,76049,Cold Food,42
1670,19913,Late Delivery,3
1671,7242,Wrong Item,20
1672,37026,Late Delivery,21
1673,56609,Late Delivery,52
1674,1380,Missing Item,18
1675,68861,Late Delivery,33
1676,6787,Wrong Item,29
1677,31131,Wrong Item,50
1678,6038,Wrong Item,12
1679,3615,Late Delivery,33
1680,77603,Missing Item,66
1681,68166,Cold Food,49
1682,33236,Late Delivery,33
1683,56109,Cold Food,13
1684,86689,Cold Food,40
1685,87600,Cold Food,32
1686,76073,Late Delivery,52
1687,43351,Late Delivery,29
1688,38185,Late Delivery,42
1689,72098,Late Delivery,44
1690,380,Missing Item,19
1691,38026,Late Delivery,62
1692,82146,Wrong Item,60
1693,90212,Cold Food,63
1694,30048,Cold Food,25
1695,56258,Missing Item,1
1696,21873,Wrong Item,15
1697,95241,Cold Food,35
1698,8433,Late Delivery,35
1699,79971,Cold Food,62
1700,82797,Cold Food,55
1701,16693,Wrong Item,52
1702,60811,Missing Item,58
1703,85373,Wrong Item,35
1704,44168,Wrong Item,49
1705,32801,Wrong Item,50
1706,19108,Late Delivery,11
1707,35872,Missing Item,29
1708,41149,Missing Item,13
1709,83939,Late Delivery,59
1710,92449,Late Delivery,40
1711,18559,Wrong Item,34
1712,17736,Missing Item,13
1713,30314,Wrong Item,15
1714,48735,Cold Food,19
1715,84080,Missing Item,4
1716,17423,Missing Item,61
1717,63207,Cold Food,41
1718,44717,Wrong Item,29
1719,63769,Cold Food,13
1720,57087,Cold Food,71
1721,42668,Missing Item,67
1722,22642,Missing Item,14
1723,84918,Wrong Item,55
1724,34093,Late Delivery,52
1725,92419,Cold Food,36
1726,72563,Cold Food,62
1727,66897,Cold Food,52
1728,54016,Late Delivery,46
1729,77284,Missing Item,46
1730,75971,Cold Food,18
1731,11922,Late Delivery,61
1732,90677,Wrong Item,51
1733,49171,Wrong Item,19
1734,69406,Late Delivery,24
1735,37592,Cold Food,67
1736,11899,Wrong Item,46
1737,30679,Missing Item,50
1738,60003,Wrong Item,14
1739,44797,Missing Item,61
1740,62808,Wrong Item,45
1741,65846,Cold Food,1
1742,45618,Cold Food,60
1743,86217,Late Delivery,11
1744,40305,Cold Food,36
1745,57724,Cold Food,53
1746,37121,Wrong Item,68
1747,92800,Wrong Item,32
1748,35796,Late Delivery,8
1749,69054,Wrong Item,52
1750,56672,Cold Food,21
1751,5270,Cold Food,67
1752,22360,Missing Item,41
1753,56020,Missing Item,30
1754,44739,Cold Food,43
1755,24357,Cold Food,46
1756,37595,Missing Item,13
1757,69430,Missing Item,50
1758,55700,Late Delivery,32
1759,54805,Cold Food,16
1760,21381,Late Delivery,56
1761,30457,Cold Food,10
1762,43631,Missing Item,6
1763,26675,Missing Item,38
1764,64497,Wrong Item,58
1765,39210,Wrong Item,11
1766,13408,Wrong Item,66
1767,80365,Wrong Item,7
1768,44723,Late Delivery,63
1769,97386,Cold Food,8
1770,42332,Cold Food,37
1771,30005,Missing Item,52
1772,38213,Missing Item,52
1773,50232,Late Delivery,25
1774,40701,Wrong Item,59
1775,57829,Wrong Item,56
1776,64806,Cold Food,51
1777,40697,Late Delivery,51
1778,99087,Wrong Item,61
1779,22099,Wrong Item,1
1780,57873,Cold Food,17
1781,71712,Late Delivery,37
1782,80986,Wrong Item,32
1783,22192,Late Delivery,58
1784,67904,Cold Food,5
1785,26527,Late Delivery,70
1786,74709,Late Delivery,65
1787,16354,Late Delivery,17
1788,12190,Cold Food,41
1789,89552,Wrong Item,19
1790,42553,Wrong Item,16
1791,24488,Wrong Item,60
1792,82621,Missing Item,51
1793,28866,Wrong Item,49
1794,15750,Late Delivery,53
1795,74419,Wrong Item,4
1796,72717,Wrong Item,62
1797,68239,Late Delivery,38
1798,6756,Cold Food,70
1799,5248,Cold Food,10
1800,39774,Late Delivery,49
1801,2085,Cold Food,36
1802,20473,Wrong Item,63
1803,74088,Wrong Item,7
1804,78951,Missing Item,23
1805,49852,Late Delivery,52
1806,97504,Late Delivery,48
1807,13746,Missing Item,30
1808,73571,Late Delivery,36
1809,36895,Late Delivery,4
1810,43968,Missing Item,32
1811,78032,Missing Item,13
1812,60228,Late Delivery,24
1813,55580,Wrong Item,4
1814,90134,Wrong Item,71
1815,50732,Wrong Item,4
1816,81452,Cold Food,23
1817,35080,Late Delivery,64
1818,92983,Missing Item,67
1819,35386,Missing Item,44
1820,42950,Wrong Item,50
1821,68506,Cold Food,48
1822,64786,Missing Item,50
1823,15788,Cold Food,31
1824,32413,Missing Item,45
1825,61965,Late Delivery,5
1826,16828,Wrong Item,43
1827,95464,Missing Item,14
1828,4547,Cold Food,4
1829,80720,Cold Food,64
1830,50555,Missing Item,30
1831,43752,Cold Food,70
1832,45959,Cold Food,54
1833,56161,Cold Food,34
1834,33831,Wrong Item,61
1835,63269,Wrong Item,2
1836,34120,Missing Item,42
1837,72877,Late Delivery,29
1838,89814,Missing Item,6
1839,74320,Wrong Item,64
1840,62004,Wrong Item,28
1841,65278,Cold Food,45
1842,64263,Missing Item,36
1843,4868,Wrong Item,54
1844,52982,Cold Food,28
1845,39761,Cold Food,68
1846,56549,Late Delivery,5
1847,44161,Missing Item,18
1848,48003,Wrong Item,34
1849,96601,Wrong Item,6
1850,37021,Missing Item,7
1851,60,Cold Food,3
1852,61850,Missing Item,30
1853,39910,Late Delivery,67
1854,10988,Late Delivery,53
1855,53392,Late Delivery,56
1856,91426,Cold Food,33
1857,22749,Cold Food,1
1858,58688,Late Delivery,41
1859,17142,Wrong Item,16
1860,69232,Missing Item,7
1861,49777,Cold Food,29
1862,64026,Wrong Item,2
1863,89028,Cold Food,3
1864,96131,Cold Food,11
1865,40353,Late Delivery,35
1866,63195,Late Delivery,19
1867,83591,Cold Food,39
1868,75630,Missing Item,70
1869,58029,Late Delivery,35
1870,14571,Missing Item,12
1871,53566,Wrong Item,1
1872,41803,Wrong Item,70
1873,89821,Late Delivery,60
1874,94159,Wrong Item,52
1875,14162,Missing Item,69
1876,20729,Wrong Item,66
1877,2980,Missing Item,57
1878,95677,Cold Food,62
1879,56851,Wrong Item,47
1880,98281,Cold Food,32
1881,89899,Missing Item,71
1882,53253,Wrong Item,71
1883,34853,Cold Food,30
1884,50635,Cold Food,15
1885,74902,Cold Food,29
1886,10119,Late Delivery,71
1887,20056,Missing Item,32
1888,24854,Missing Item,55
1889,33525,Cold Food,42
1890,26329,Cold Food,68
1891,14302,Late Delivery,16
1892,11826,Cold Food,59
1893,67107,Cold Food,68
1894,78194,Late Delivery,1
1895,49962,Wrong Item,60
1896,23940,Wrong Item,31
1897,55432,Missing Item,15
1898,4113,Cold Food,71
1899,91708,Missing Item,56
1900,17812,Late Delivery,33
1901,93809,Cold Food,58
1902,95031,Cold Food,65
1903,89638,Missing Item,31
1904,89697,Missing Item,51
1905,16014,Late Delivery,55
1906,7226,Cold Food,47
1907,86261,Missing Item,16
1908,79314,Late Delivery,43
1909,40745,Wrong Item,13
1910,85349,Late Delivery,44
1911,57468,Cold Food,66
1912,46989,Late Delivery,9
1913,85161,Missing Item,58
1914,15400,Cold Food,55
1915,20158,Late Delivery,54
1916,92183,Missing Item,54
1917,1761,Cold Food,63
1918,36141,Late Delivery,3
1919,33335,Wrong Item,30
1920,37711,Wrong Item,49
1921,65003,Missing Item,22
1922,61586,Cold Food,9
1923,79732,Wrong Item,44
1924,13195,Cold Food,71
1925,81068,Cold Food,17
1926,68357,Late Delivery,10
1927,67477,Late Delivery,27
1928,87111,Cold Food,27
1929,61297,Wrong Item,30
1930,35195,Late Delivery,36
1931,99511,Missing Item,62
1932,69533,Missing Item,29
1933,25423,Wrong Item,20
1934,34423,Missing Item,23
1935,8936,Cold Food,51
1936,91246,Wrong Item,37
1937,33372,Wrong Item,14
1938,13050,Wrong Item,7
1939,52099,Missing Item,3
1940,75051,Late Delivery,27
1941,46590,Wrong Item,69
1942,25188,Wrong Item,57
1943,64021,Wrong Item,23
1944,32702,Missing Item,42
1945,88952,Late Delivery,33
1946,45250,Cold Food,7
1947,9034,Late Delivery,39
1948,69146,Late Delivery,7
1949,3734,Missing Item,55
1950,13498,Wrong Item,33
1951,29702,Missing Item,29
1952,49138,Missing Item,13
1953,77856,Cold Food,69
1954,73961,Cold Food,25
1955,50736,Missing Item,9
1956,72327,Missing Item,44
1957,45958,Missing Item,64
1958,35617,Cold Food,2
1959,58196,Wrong Item,5
1960,81356,Missing Item,13
1961,91693,Cold Food,34
1962,57314,Missing Item,64
1963,84593,Wrong Item,9
1964,62484,Cold Food,66
1965,81721,Cold Food,6
1966,73350,Late Delivery,54
1967,9892,Wrong Item,71
1968,57654,Late Delivery,8
1969,6259,Wrong Item,47
1970,31617,Missing Item,18
1971,23370,Cold Food,23
1972,55795,Wrong Item,5
1973,95049,Late Delivery,43
1974,15080,Cold Food,59
1975,3700,Late Delivery,20
1976,74542,Late Delivery,16
1977,73863,Wrong Item,39
1978,96860,Missing Item,27
1979,74807,Wrong Item,41
1980,58338,Cold Food,7
1981,34170,Cold Food,22
1982,96627,Cold Food,68
1983,49495,Missing Item,53
1984,74003,Missing Item,2
1985,87730,Missing Item,34
1986,58848,Cold Food,9
1987,11698,Late Delivery,43
1988,29460,Wrong Item,39
1989,81816,Late Delivery,22
1990,20351,Wrong Item,2
1991,63830,Wrong Item,56
1992,63979,Late Delivery,27
1993,28180,Missing Item,56
1994,37737,Cold Food,30
1995,30626,Missing Item,64
1996,14653,Late Delivery,25
